No,predictor 1,predictor 2,predictor 3,predictor 4,predictor 5,target
"5,866",49600,1106,,1,3416,0
"5,867",17015,1386,422,3,3717,0
"5,868",16369,978,380.5,9,4178,1
"5,869",12104,1126,472,1,3145,0
"5,870",21570,1268,377.5,1,3577,0
"5,871",5523,1196,438,3,422,0
"5,872",17037,1106,,1,1378,0
"5,873",39379,1106,428.5,5,1015,0
"5,874",419,1204,451,3,120,0
"5,875",40307,1106,452.5,3,3898,0
"5,876",21118,1208,383,5,1900,0
"5,877",36854,1402,451,5,3611,0
"5,878",16058,1278,,3,3203,0
"5,879",45356,1290,414.5,1,4461,0
"5,880",3791,968,309.5,5,1149,1
"5,881",27554,938,411,3,376,0
"5,882",12304,1238,414,1,4225,0
"5,883",34877,1226,416.5,3,561,0
"5,884",2443,1106,330.5,9,2611,1
"5,885",20737,1198,443.5,1,1472,0
"5,886",14346,1106,,1,1699,1
"5,887",45794,1114,400,7,1213,0
"5,888",7866,1264,362,1,152,0
"5,889",15387,938,319.5,3,2984,0
"5,890",39002,1132,482.5,1,153,1
"5,891",49528,1264,408,1,4559,0
"5,892",22168,1332,380.5,1,4967,0
"5,893",47578,1106,,1,3855,0
"5,894",6871,1106,404,5,1572,0
"5,895",15745,1050,409.5,1,4769,0
"5,896",10851,1106,307.5,1,3535,1
"5,897",44154,1216,337.5,1,1903,0
"5,898",22722,1032,199.5,3,3442,1
"5,899",18021,886,411.5,1,558,0
"5,900",15870,898,280,15,455,1
"5,901",36560,1134,312,1,4097,0
"5,902",35084,860,277,1,4860,1
"5,903",31337,1018,258.5,5,4702,0
"5,904",1992,1118,237.5,9,2079,0
"5,905",35406,1338,364,5,3972,0
"5,906",12018,930,270.5,1,935,0
"5,907",33472,960,304.5,1,3330,0
"5,908",19945,1152,330.5,7,2018,0
"5,909",18969,1302,403.5,1,3246,0
"5,910",12152,1426,452.5,3,696,0
"5,911",38095,1382,,3,2245,0
"5,912",39967,1042,306,5,1520,0
"5,913",1681,926,281,11,4586,0
"5,914",16145,1042,362.5,5,2380,0
"5,915",33452,1090,314,9,4811,0
"5,916",47592,1248,383,5,2084,1
"5,917",6233,1122,388.5,5,3615,0
"5,918",47487,1136,436,3,1567,0
"5,919",579,1020,,5,4553,0
"5,920",22,1106,,1,1456,0
"5,921",18716,1226,297.5,1,1434,0
"5,922",26154,1086,376,3,3890,1
"5,923",29445,1102,328,3,1355,0
"5,924",48626,1200,362.5,3,57,0
"5,925",46648,944,254,7,862,1
"5,926",15669,1258,423.5,3,652,0
"5,927",2793,1142,,3,40,0
"5,928",46152,1342,447.5,3,3524,0
"5,929",5408,960,321,1,3598,0
"5,930",31234,1106,359,1,3176,0
"5,931",27672,1220,314,3,3538,1
"5,932",1209,1434,451,3,3671,0
"5,933",13769,1014,263,13,2028,1
"5,934",29072,1134,396,1,3086,0
"5,935",2868,1132,332.5,3,4774,1
"5,936",40384,1228,353,7,800,0
"5,937",10461,934,364,1,3019,0
"5,938",33385,1298,448.5,3,4165,0
"5,939",30983,1096,,1,2179,0
"5,940",45137,1056,374,1,1348,0
"5,941",11535,1062,326,1,3179,0
"5,942",41992,786,236.5,15,1268,1
"5,943",9607,798,211,3,3765,1
"5,944",1943,860,,5,297,1
"5,945",42267,1256,424.5,3,3624,0
"5,946",25274,1434,427,1,1698,0
"5,947",29948,1436,482.5,3,1088,0
"5,948",15670,1170,323,1,4113,0
"5,949",38904,1234,371,3,4650,0
"5,950",40982,1224,,1,1214,0
"5,951",47558,1106,362.5,3,3013,0
"5,952",2588,1064,372,1,925,0
"5,953",38931,1154,329.5,9,4984,0
"5,954",35590,916,314,5,1675,0
"5,955",27042,1012,293.5,5,586,0
"5,956",22331,952,361.5,1,1154,0
"5,957",3716,1106,398.5,1,1046,0
"5,958",40320,1084,,1,4380,0
"5,959",2390,1198,344.5,7,4512,1
"5,960",24909,814,265.5,5,935,0
"5,961",10302,1312,482.5,1,1809,0
"5,962",19201,1106,352,7,500,0
"5,963",41660,1310,482.5,1,2015,0
"5,964",627,954,321.5,7,591,1
"5,965",37900,1036,304.5,3,1007,0
"5,966",37409,1180,377,1,263,0
"5,967",17889,1106,,1,2966,0
"5,968",30947,942,196,1,2048,0
"5,969",35855,1066,248,19,131,0
"5,970",21110,1038,330.5,1,3866,1
"5,971",263,1276,445.5,3,2722,0
"5,972",47315,980,377,5,4139,0
"5,973",17569,1106,383,5,4246,0
"5,974",25166,1106,417,1,4145,0
"5,975",20933,884,306.5,9,3859,1
"5,976",6628,1060,362.5,1,4340,0
"5,977",8057,984,277,9,1954,0
"5,978",541,1208,,1,2359,0
"5,979",47621,1228,286.5,5,4337,1
"5,980",10691,1090,383,3,2346,0
"5,981",34475,1192,239.5,3,4948,0
"5,982",11019,878,311.5,1,2809,0
"5,983",29955,1312,482.5,1,1432,0
"5,984",1371,1106,,1,544,0
"5,985",6566,1068,,3,4115,0
"5,986",29228,1156,289,7,1140,1
"5,987",30708,1138,332.5,11,4701,0
"5,988",47725,1212,419,3,3755,0
"5,989",40144,930,361.5,1,3407,0
"5,990",37883,826,253.5,11,127,1
"5,991",34452,920,218.5,5,178,1
"5,992",31560,1106,362.5,1,2488,1
"5,993",3876,1450,399,1,1875,0
"5,994",34795,1106,,1,4677,1
"5,995",43855,1092,,7,1753,1
"5,996",18043,1232,324.5,3,1861,0
"5,997",16927,1106,,1,1680,0
"5,998",33500,1106,485,1,4905,0
"5,999",5244,1106,,1,3823,0
"6,000",36943,934,403.5,5,3274,0
"6,001",4829,1106,473,1,3711,0
"6,002",46996,1208,420.5,5,1234,0
"6,003",34169,1106,367.5,3,3448,0
"6,004",13751,1088,330,1,2275,1
"6,005",17517,970,383,1,4940,0
"6,006",14739,1230,390.5,3,4121,0
"6,007",8873,820,154,3,3900,0
"6,008",9644,1050,351,9,4525,0
"6,009",35494,1122,462,1,1506,1
"6,010",41767,750,,3,3419,0
"6,011",460,1324,422.5,1,1192,0
"6,012",32791,1194,496,1,990,0
"6,013",14063,1106,348,1,2108,1
"6,014",46936,852,448.5,13,4383,0
"6,015",20425,1106,,1,3950,1
"6,016",3198,872,328,19,342,0
"6,017",3781,1396,445.5,5,4187,0
"6,018",38134,1260,482.5,1,2968,0
"6,019",47089,722,385.5,5,840,0
"6,020",18565,1106,,1,951,0
"6,021",3645,1054,417,9,124,0
"6,022",29966,1106,,1,3252,1
"6,023",33490,1208,367,1,1949,0
"6,024",24151,1008,417,3,6,0
"6,025",9389,1412,249.5,3,1345,0
"6,026",47181,1232,296.5,5,4148,0
"6,027",21419,1090,307.5,7,4587,1
"6,028",15217,1362,,3,795,0
"6,029",39712,1106,,1,709,0
"6,030",39374,1118,406,5,2906,0
"6,031",5303,1106,,3,3174,1
"6,032",20018,1102,355,3,4544,0
"6,033",10901,1106,330.5,1,4811,0
"6,034",35072,1252,472,5,3798,0
"6,035",28962,1186,,3,4575,0
"6,036",36579,1166,328,1,473,0
"6,037",30588,1250,303,5,2175,0
"6,038",4738,870,213.5,5,3705,0
"6,039",14809,1106,,1,4180,0
"6,040",3682,1242,292,3,4914,0
"6,041",17590,1450,302.5,5,3498,0
"6,042",3543,1090,386,5,1326,0
"6,043",29371,1174,295.5,9,4833,1
"6,044",36372,1004,402.5,1,4098,0
"6,045",3104,1104,361.5,3,449,0
"6,046",15861,940,380.5,7,2999,0
"6,047",43170,844,,1,4985,0
"6,048",12671,966,348,5,1081,1
"6,049",18578,1250,329,7,471,0
"6,050",28779,1270,355.5,3,2051,0
"6,051",37180,1136,328,3,312,0
"6,052",12686,1304,462,1,2713,0
"6,053",39566,1238,385.5,1,76,0
"6,054",23758,920,327,7,259,1
"6,055",37310,906,380,1,574,0
"6,056",46890,1078,280,1,870,1
"6,057",49092,1106,,1,62,0
"6,058",28276,922,187.5,5,2606,0
"6,059",32042,826,192.5,13,4781,0
"6,060",19897,816,325,7,1222,0
"6,061",31713,1450,328,5,1077,0
"6,062",24802,850,183.5,3,3018,0
"6,063",5687,1082,282.5,5,4249,0
"6,064",14918,1172,,5,4672,0
"6,065",38421,926,357,7,4922,0
"6,066",19956,970,400,3,4557,0
"6,067",7879,1282,427.5,3,1593,0
"6,068",3781,864,,1,904,0
"6,069",14743,1450,425,1,2344,0
"6,070",12270,1106,346.5,1,4372,0
"6,071",29829,1160,327,1,3807,0
"6,072",44571,1072,323.5,3,3744,0
"6,073",32848,974,,3,4370,0
"6,074",22643,986,211.5,1,4994,0
"6,075",23600,1196,306.5,1,3616,0
"6,076",19063,1052,380,1,1665,0
"6,077",40844,1450,385.5,1,4779,0
"6,078",31356,1220,411.5,3,2490,0
"6,079",46193,952,355.5,7,4607,0
"6,080",48689,1386,281,3,2773,0
"6,081",46121,1190,330.5,5,207,1
"6,082",17836,1348,383,5,1716,0
"6,083",27406,1106,417,5,1394,0
"6,084",38264,1262,432,11,1819,0
"6,085",48824,1106,,1,204,0
"6,086",24685,1106,,3,3223,0
"6,087",32800,980,,5,649,0
"6,088",31308,1040,279.5,9,4593,1
"6,089",6707,1402,465,1,2621,0
"6,090",29255,1100,272,3,3068,1
"6,091",19968,1106,,7,1744,1
"6,092",47818,1206,417,1,3128,0
"6,093",26007,1166,279,15,39,1
"6,094",49961,1052,402,5,1383,0
"6,095",40157,1072,336.5,3,730,0
"6,096",35424,960,310,3,974,0
"6,097",282,1096,,3,4512,0
"6,098",29930,1278,401.5,3,3850,0
"6,099",26133,1042,362.5,5,4104,0
"6,100",11261,808,424.5,9,4469,1
"6,101",33585,1450,435,1,893,0
"6,102",49222,1000,362,3,523,0
"6,103",13475,1106,,1,1874,0
"6,104",14391,1046,346,1,2252,0
"6,105",25993,1390,455,1,1952,0
"6,106",32460,1252,420.5,1,3715,0
"6,107",28461,850,328,5,2665,0
"6,108",27594,888,382.5,15,4966,0
"6,109",40973,1106,374,1,4063,0
"6,110",23636,1302,430.5,1,280,0
"6,111",34443,1438,496,1,2882,0
"6,112",24165,1134,406,1,2968,0
"6,113",2181,1106,303.5,3,479,1
"6,114",2356,1308,419,5,2864,0
"6,115",32398,1214,283.5,21,1182,1
"6,116",37065,1110,272,9,4847,1
"6,117",19494,1220,322.5,19,135,0
"6,118",10414,1124,319.5,1,1053,0
"6,119",30182,1278,377,3,505,0
"6,120",3335,1382,451,1,2816,0
"6,121",45379,994,264,3,3941,1
"6,122",20734,902,302.5,3,4360,1
"6,123",8714,902,280.5,13,3882,0
"6,124",44765,1062,390.5,3,369,0
"6,125",9952,1268,374,1,839,1
"6,126",28905,1302,155.5,7,2133,1
"6,127",37859,1306,485.5,1,2299,0
"6,128",6861,1262,424.5,3,922,0
"6,129",28146,1042,288.5,3,1250,0
"6,130",23862,1374,431.5,1,2843,0
"6,131",3281,1284,362.5,1,3963,0
"6,132",5694,1200,473,1,1528,0
"6,133",18401,1108,409.5,7,4275,0
"6,134",31638,1202,403.5,1,4624,0
"6,135",4905,1196,354.5,5,1912,0
"6,136",24481,1106,,3,3330,1
"6,137",16100,1106,,1,3204,0
"6,138",43814,862,404,1,1013,1
"6,139",4362,1122,307,5,4177,0
"6,140",33686,918,368,3,2541,1
"6,141",41079,1062,248,1,3346,0
"6,142",37839,1104,328.5,5,3060,0
"6,143",18373,1088,325,1,1330,0
"6,144",3698,1194,372.5,7,2909,0
"6,145",49518,1194,403.5,3,3896,0
"6,146",12536,1016,341.5,17,241,0
"6,147",28857,1342,348,3,2075,0
"6,148",8636,1152,,1,2132,0
"6,149",39673,1240,422.5,1,4802,0
"6,150",3935,1124,216.5,3,408,0
"6,151",22154,1106,,1,248,0
"6,152",5648,1270,406,5,1940,0
"6,153",31181,1192,251.5,3,541,0
"6,154",2387,1118,338.5,3,1235,0
"6,155",16394,1250,467.5,1,3544,0
"6,156",43175,1228,327,7,630,1
"6,157",6900,930,293.5,11,332,1
"6,158",38096,1388,256.5,1,837,1
"6,159",41036,1182,400,7,2945,0
"6,160",34015,1180,429.5,25,118,0
"6,161",43219,984,464,3,978,0
"6,162",20237,1022,381,1,3269,0
"6,163",28422,1050,331.5,1,944,0
"6,164",5157,1106,353,1,1140,0
"6,165",18043,1106,411.5,9,3356,0
"6,166",17363,940,485.5,3,4820,0
"6,167",17474,958,268.5,7,1366,1
"6,168",39206,1332,430.5,1,1749,0
"6,169",4399,1260,353,3,3363,0
"6,170",27555,1052,280.5,9,2381,0
"6,171",45333,902,332,1,3661,0
"6,172",17678,1450,438,1,2036,0
"6,173",37265,874,376,5,2586,1
"6,174",33091,1106,466,3,659,0
"6,175",25627,1344,,1,1754,0
"6,176",3572,1224,462,3,1523,0
"6,177",4283,874,,7,3108,1
"6,178",6597,1106,,1,480,0
"6,179",39070,1106,,1,4911,1
"6,180",3101,1050,,1,97,0
"6,181",8370,1180,,3,3332,0
"6,182",24902,1226,406,1,1281,0
"6,183",34240,1242,451,1,1284,0
"6,184",34923,1106,,1,1407,0
"6,185",48308,1106,330.5,3,2024,0
"6,186",28114,1106,,1,3008,0
"6,187",5765,1226,411.5,3,2630,0
"6,188",28200,1214,413.5,1,3750,0
"6,189",29221,928,299,3,3776,0
"6,190",13777,1154,383,1,2441,0
"6,191",38643,1100,323.5,3,2161,0
"6,192",31301,1058,368,3,2596,0
"6,193",23826,990,377.5,3,514,1
"6,194",34755,1106,479,1,2861,0
"6,195",24758,1450,406,3,233,0
"6,196",994,1106,310,23,4611,0
"6,197",8305,1318,452.5,1,2412,0
"6,198",6346,1106,,3,4919,0
"6,199",7464,932,328,3,563,1
"6,200",7835,1340,383,1,1574,0
"6,201",16377,1182,383,1,3092,0
"6,202",21349,1222,280.5,7,140,0
"6,203",3971,1366,452.5,1,1655,0
"6,204",38214,1230,505.5,1,1209,0
"6,205",45652,1284,414.5,1,2215,0
"6,206",8418,880,222,1,4526,0
"6,207",48751,1106,,1,591,0
"6,208",49147,1172,339,1,131,0
"6,209",10755,1420,328,1,3106,0
"6,210",38478,1362,383,1,2550,0
"6,211",12712,1106,447,1,3234,0
"6,212",41449,838,212.5,3,1572,1
"6,213",5420,1132,328,3,3106,0
"6,214",45707,1106,482.5,1,3373,0
"6,215",2355,1168,393,3,1517,0
"6,216",16563,1004,304.5,1,4251,1
"6,217",26355,1094,380.5,1,11,0
"6,218",2781,1170,,1,2365,0
"6,219",45544,1070,271,31,4127,1
"6,220",27511,924,300.5,5,2662,1
"6,221",43887,1106,,1,3481,0
"6,222",36016,1450,441.5,1,2174,0
"6,223",19903,1106,496,1,485,0
"6,224",17899,972,255.5,5,1181,1
"6,225",14100,1308,430.5,3,729,0
"6,226",26942,974,400.5,5,3699,0
"6,227",12409,874,332.5,3,4866,1
"6,228",220,974,312.5,5,2805,0
"6,229",17981,914,419,13,1310,1
"6,230",38166,1106,,3,470,0
"6,231",40652,896,467,1,4518,0
"6,232",21244,1080,380.5,9,2882,1
"6,233",28178,1288,,1,3278,0
"6,234",17125,1286,356.5,1,573,0
"6,235",1710,1106,,3,3970,0
"6,236",13809,1416,348,3,3189,0
"6,237",4025,1226,330.5,1,3107,0
"6,238",15585,1106,482.5,1,2350,0
"6,239",2003,1070,330.5,3,1735,0
"6,240",41567,1106,,1,1664,1
"6,241",8057,938,320.5,1,3967,0
"6,242",21054,1056,335.5,9,2256,0
"6,243",12858,1364,475.5,1,1217,0
"6,244",2231,1122,467.5,1,3943,0
"6,245",35788,1106,,1,812,0
"6,246",31989,1056,307,11,1021,0
"6,247",9024,1030,373.5,3,1893,0
"6,248",31099,1010,373,3,404,0
"6,249",49426,1066,403.5,1,121,1
"6,250",30844,1296,,1,4390,0
"6,251",11334,1374,451,1,4263,0
"6,252",19074,1388,441.5,1,3814,0
"6,253",38416,1226,311.5,5,2262,0
"6,254",14580,1202,450,1,3723,0
"6,255",18646,1218,436.5,5,1524,1
"6,256",34229,1036,361.5,5,4234,0
"6,257",30756,1108,295.5,1,346,0
"6,258",41916,862,,1,890,0
"6,259",33364,990,,1,3258,0
"6,260",16917,1106,,1,3367,1
"6,261",33242,1136,344.5,3,973,0
"6,262",26351,1188,368.5,1,2224,1
"6,263",38868,1104,,1,1272,0
"6,264",43842,1088,329,3,1869,1
"6,265",2003,1124,338.5,5,1321,0
"6,266",5949,1106,349.5,5,1907,0
"6,267",3597,1106,,1,152,0
"6,268",18627,1290,385.5,1,245,0
"6,269",36911,908,184,5,1708,1
"6,270",10248,1106,402.5,5,593,0
"6,271",17706,1284,424.5,3,709,0
"6,272",30808,1106,,1,3515,1
"6,273",8213,1284,346.5,15,451,0
"6,274",37949,1040,383,1,4630,0
"6,275",27457,1106,332.5,1,2488,0
"6,276",32218,1106,242.5,1,3093,0
"6,277",40469,818,239.5,11,4002,1
"6,278",1687,1106,286,1,3751,0
"6,279",46624,1106,437,1,1950,0
"6,280",7312,1308,289,1,2778,1
"6,281",36221,1258,423.5,3,4505,0
"6,282",44198,1106,300.5,1,3417,0
"6,283",15197,1106,473,1,1826,0
"6,284",25783,986,,1,2100,1
"6,285",46924,1106,,3,2484,0
"6,286",46740,1106,,1,91,0
"6,287",47689,1224,383,1,1922,0
"6,288",21175,852,262,19,239,0
"6,289",28445,1074,265,17,1799,1
"6,290",15760,1106,358.5,13,1073,1
"6,291",17456,1168,,3,4486,0
"6,292",18562,1042,330.5,9,1418,0
"6,293",44707,1316,485.5,1,4440,0
"6,294",45720,966,123,3,4516,0
"6,295",42404,1286,339,5,4483,0
"6,296",26286,924,293.5,1,4967,0
"6,297",40742,1106,482.5,1,3688,0
"6,298",24450,1106,385.5,15,3192,0
"6,299",44074,1220,435,3,4392,0
"6,300",519,1158,383,7,1199,0
"6,301",21446,1106,355.5,1,2606,1
"6,302",39805,1284,420,3,4482,0
"6,303",6385,1106,,5,4993,1
"6,304",46055,1186,357,5,4308,0
"6,305",24187,1174,269,19,815,0
"6,306",26851,1106,,1,2298,1
"6,307",43293,1254,,3,945,0
"6,308",48460,918,330.5,25,2124,1
"6,309",40826,864,283,3,3586,0
"6,310",3693,1106,,1,4094,1
"6,311",25868,1106,376,1,1940,1
"6,312",20509,1118,315.5,3,453,0
"6,313",15044,856,323.5,5,817,0
"6,314",20744,1106,,1,2947,1
"6,315",30126,1048,309.5,3,4289,0
"6,316",38780,1170,406,5,1393,0
"6,317",26365,1044,253.5,9,3739,0
"6,318",49029,1106,374,3,2662,1
"6,319",37709,890,248,11,317,1
"6,320",42216,1296,380,1,3213,0
"6,321",6054,1260,427,5,1619,0
"6,322",25714,824,289,3,1801,1
"6,323",17830,1450,364,3,3966,0
"6,324",9690,1138,465,1,4615,0
"6,325",34735,1006,279,7,4812,0
"6,326",33122,1134,430.5,9,4806,0
"6,327",45875,896,244.5,23,4177,1
"6,328",2837,1106,,1,4174,0
"6,329",7843,1130,319.5,15,3659,1
"6,330",24395,838,380,3,751,0
"6,331",48468,1302,383,7,4154,0
"6,332",21154,946,362.5,3,1976,1
"6,333",12182,1248,411.5,5,33,0
"6,334",26441,1256,437.5,1,2598,1
"6,335",40197,1212,383,3,1776,0
"6,336",11045,1094,406,1,2928,0
"6,337",38536,1106,360,7,800,0
"6,338",5877,1104,364.5,3,2772,0
"6,339",15504,1192,325,9,448,0
"6,340",47647,1188,355,7,3290,0
"6,341",15054,1056,383,3,3730,0
"6,342",3306,1186,404,7,2033,0
"6,343",3157,1106,,1,799,0
"6,344",37754,1258,274.5,1,1683,0
"6,345",28201,1386,370.5,1,4755,0
"6,346",37422,1362,446.5,1,1073,0
"6,347",39953,1234,372,1,3486,0
"6,348",29302,1156,330.5,1,3470,1
"6,349",10325,1258,475.5,1,4627,0
"6,350",26211,1130,417,5,3256,1
"6,351",17655,1106,482.5,1,1094,0
"6,352",24268,1034,267.5,11,32,0
"6,353",68,1156,330.5,3,2823,0
"6,354",12917,976,302.5,1,2386,0
"6,355",6004,1086,320.5,3,4076,0
"6,356",25951,1280,342,9,1265,0
"6,357",39375,1106,,1,3454,1
"6,358",45976,938,330.5,1,3930,0
"6,359",17088,1198,441.5,3,470,0
"6,360",16903,1106,330.5,1,31,0
"6,361",44713,1282,377.5,1,3357,0
"6,362",46204,1106,385,1,2950,1
"6,363",15237,1106,,3,2622,0
"6,364",15415,1106,,5,4889,0
"6,365",33618,1106,,11,4889,0
"6,366",42501,1106,,1,634,0
"6,367",32279,1252,357,5,3418,0
"6,368",8986,1106,,1,2208,1
"6,369",20721,1050,410,1,3156,0
"6,370",19994,1106,,1,528,0
"6,371",20366,1106,431.5,1,4904,0
"6,372",33084,1106,,1,2810,0
"6,373",32936,1278,452.5,1,4062,0
"6,374",32708,1106,,5,2752,0
"6,375",39625,1106,,7,1137,0
"6,376",5508,764,269.5,7,1090,0
"6,377",41406,1106,,3,1344,0
"6,378",13574,1418,430.5,1,4806,0
"6,379",15896,1020,357,1,2166,1
"6,380",49248,1106,,11,1299,1
"6,381",17351,1106,,1,2510,0
"6,382",29911,1106,,3,4798,0
"6,383",43939,1294,412.5,3,4955,0
"6,384",45621,1106,,1,4622,0
"6,385",33030,1292,418.5,3,3871,0
"6,386",25890,1106,,1,4831,1
"6,387",7545,1106,441.5,3,3953,0
"6,388",18250,1106,,3,4626,1
"6,389",14568,1106,,3,280,0
"6,390",17566,1106,,1,3994,0
"6,391",6261,1250,393.5,1,992,0
"6,392",39934,1106,,3,8,1
"6,393",42822,1046,,3,1119,0
"6,394",22344,1106,428.5,1,976,0
"6,395",37722,772,,3,662,0
"6,396",1483,1106,,3,2608,0
"6,397",34067,1224,447.5,3,4645,0
"6,398",49617,1430,456.5,1,610,0
"6,399",20239,1086,,5,1500,0
"6,400",841,956,344,3,3722,0
"6,401",36906,1106,,1,3088,0
"6,402",21443,1106,,1,3537,0
"6,403",36826,1064,383,5,3777,0
"6,404",4693,1346,503,1,3358,0
"6,405",35583,1106,,1,2884,0
"6,406",674,1082,379,1,3863,0
"6,407",8165,1106,430.5,1,2288,0
"6,408",8593,1382,424.5,5,1888,1
"6,409",12970,1380,432,1,1877,0
"6,410",41407,1106,,19,4681,1
"6,411",43684,1092,424.5,3,4699,0
"6,412",10291,1158,274.5,3,71,0
"6,413",24324,894,347.5,3,2472,0
"6,414",47366,1106,,1,893,0
"6,415",2526,1268,383,7,185,0
"6,416",32177,1106,,3,962,0
"6,417",8126,1028,403.5,21,2404,0
"6,418",10669,1106,414.5,1,4598,0
"6,419",19713,1106,430.5,1,4391,0
"6,420",30740,1106,,3,1031,0
"6,421",5774,1106,,1,2006,1
"6,422",23075,722,227,13,1157,0
"6,423",41033,1106,307,5,3409,1
"6,424",554,748,206,29,424,1
"6,425",33198,1106,,1,2851,1
"6,426",20056,1028,245,19,3211,1
"6,427",39451,1450,465,1,861,0
"6,428",2054,786,345.5,9,4578,0
"6,429",3632,1266,398.5,1,3969,0
"6,430",12926,1076,324.5,3,3509,0
"6,431",22478,1106,,1,1273,0
"6,432",7110,1106,,1,2231,0
"6,433",12340,1114,341.5,3,4690,1
"6,434",37492,1106,,1,3672,0
"6,435",17815,1364,432.5,3,3281,0
"6,436",17169,916,359,1,3435,0
"6,437",29877,1312,430.5,1,1153,0
"6,438",26970,1106,,1,2248,0
"6,439",12692,1082,303,5,4390,1
"6,440",42850,1106,,3,2030,0
"6,441",43719,1166,403.5,1,3122,0
"6,442",5185,1088,300.5,9,4038,1
"6,443",12833,1106,309,3,805,1
"6,444",15397,1106,,5,1166,0
"6,445",4429,1248,385.5,3,693,0
"6,446",26217,1106,,1,2308,0
"6,447",41832,1106,406,1,4262,0
"6,448",29976,1000,181.5,1,3796,1
"6,449",17236,1106,,1,3382,0
"6,450",29812,1154,357.5,7,60,1
"6,451",39838,1106,,1,10,0
"6,452",10174,1058,276.5,3,1040,1
"6,453",22339,1106,,1,2929,0
"6,454",17610,1172,400.5,3,1701,0
"6,455",26674,1106,306.5,5,1714,1
"6,456",11086,1270,475,1,1734,0
"6,457",16046,1278,380.5,3,278,0
"6,458",37829,1106,,1,341,0
"6,459",4960,1444,424.5,1,4614,1
"6,460",37568,962,385.5,5,1506,1
"6,461",44388,1156,417,3,4398,0
"6,462",1175,1016,364,3,803,0
"6,463",13303,1106,449,5,2852,0
"6,464",23113,1356,336,1,1744,0
"6,465",15301,926,382.5,15,2855,0
"6,466",27731,944,,5,4195,0
"6,467",31168,1188,325,13,3249,0
"6,468",8181,1152,325,7,3124,0
"6,469",17730,1106,452.5,1,3684,1
"6,470",31476,1114,,3,1230,0
"6,471",23885,844,308.5,1,726,1
"6,472",552,1106,452.5,1,2742,0
"6,473",18197,1362,451,1,4626,0
"6,474",36286,1180,427,1,764,0
"6,475",26760,1146,271.5,7,3879,0
"6,476",32492,1106,379,1,1876,0
"6,477",48938,1108,406,7,597,1
"6,478",27020,814,,7,2546,1
"6,479",30584,1328,362,1,2931,0
"6,480",13123,1140,246.5,13,4822,0
"6,481",21209,1106,,33,1494,0
"6,482",442,1240,,3,910,1
"6,483",40620,1112,377,1,2926,0
"6,484",36790,1374,300.5,7,4541,0
"6,485",23777,1106,,1,3189,0
"6,486",14251,1156,444,1,4916,1
"6,487",35004,808,238.5,11,1023,0
"6,488",45867,982,379.5,3,2314,0
"6,489",6653,1066,361.5,1,2168,0
"6,490",5825,1068,362.5,1,507,0
"6,491",16148,1106,,1,4535,0
"6,492",10525,1136,256.5,7,4857,1
"6,493",46934,1106,406,3,131,0
"6,494",48838,1310,407,1,2959,0
"6,495",18595,1132,400.5,1,3717,0
"6,496",13561,1106,402.5,11,3714,1
"6,497",15582,1256,341,9,4889,0
"6,498",15913,1046,,3,4575,0
"6,499",44321,1166,419,1,2991,0
"6,500",14289,1108,304,5,2591,1
"6,501",47607,1328,465,1,2936,0
"6,502",42974,1194,356,5,4067,0
"6,503",37171,1158,300,5,576,0
"6,504",10493,1148,357,3,4609,0
"6,505",14242,1106,362.5,1,4354,0
"6,506",34359,932,283.5,5,1319,1
"6,507",28851,1398,341,1,2909,0
"6,508",37514,1106,,1,1431,0
"6,509",45598,1118,473,1,2016,0
"6,510",21151,1218,466,1,2319,0
"6,511",47437,818,136,3,2858,1
"6,512",35767,1106,475.5,5,4875,0
"6,513",2563,1106,330.5,1,2001,0
"6,514",28007,1372,465,1,4707,0
"6,515",42800,1106,,9,39,0
"6,516",37993,1134,298.5,3,109,0
"6,517",43838,1106,424.5,1,1504,0
"6,518",6098,1292,430.5,7,9,0
"6,519",41037,862,330.5,5,1500,1
"6,520",26326,1216,321,1,4831,0
"6,521",29358,1072,403,1,3669,0
"6,522",45075,1106,,7,2486,1
"6,523",2764,1106,,1,4742,0
"6,524",3596,1110,390.5,1,725,0
"6,525",31306,1028,258,1,2807,0
"6,526",18146,1106,,1,966,0
"6,527",36293,896,300.5,1,2908,0
"6,528",26812,1190,292,9,2861,1
"6,529",28343,1324,391.5,7,1419,0
"6,530",12984,1064,231,1,102,0
"6,531",18329,1084,410,7,2299,0
"6,532",23357,1066,256.5,3,3659,1
"6,533",24907,1106,,3,4369,0
"6,534",1386,1304,503,9,3413,0
"6,535",4966,1164,363,5,1329,0
"6,536",31635,1060,361.5,3,4730,0
"6,537",19439,1168,323.5,1,39,0
"6,538",9484,1106,357,1,895,0
"6,539",26295,1284,332,5,1511,0
"6,540",40331,1158,425,1,4988,0
"6,541",37150,1106,445.5,1,3022,1
"6,542",34743,1106,229.5,1,364,0
"6,543",33054,1106,,1,1969,1
"6,544",35345,1178,336.5,3,3680,0
"6,545",42641,1168,364.5,7,468,0
"6,546",8378,1198,447,5,2293,0
"6,547",30988,1244,,1,1094,0
"6,548",47157,974,,9,2931,0
"6,549",37456,1230,462,1,206,1
"6,550",13599,1062,437.5,5,4367,1
"6,551",11651,1106,272,17,3862,1
"6,552",36119,1160,391.5,5,2263,0
"6,553",31501,1150,319.5,1,687,0
"6,554",49727,1082,,1,4389,0
"6,555",13843,970,364.5,3,4257,0
